Token,POS
en,KN
Energiesake,NSM
versprei,VTHOG
en,KN
ons,PEMP
verwelkom,VTHOG
enige,PO
ander,ASA
voorstelle,NSM
wat,PB
u,PTENP
",",ZM
ons,PEMB
medeburgers,NSM
",",ZM
aan,SVS
ons,PEMP
wil,VTUOM
maak,VTHOO
en,KN
met,SVS
mekaar,PW
wil,VTUOM
deel,VTHOO
.,ZE
,
Die,LB
Regering,NSE
sal,VTUOM
begin,VTHOO
met,SVS
die,LB
implementering,NA
van,SVS
'n,LO
veldtog,NSE
om,SVS
doeltreffende,ASA
beligting,NM
te,UPI
verseker,VTHOG
",",ZM
asook,KN
waterverhitting,NA
deur,SVS
middel,NSE
van,SVS
sonkrag,NM
",",ZM
die,LB
beheer,NA
van,SVS
die,LB
las,NSE
van,SVS
warmwatertoestelle,NSM
in,SVS
huishoudings,NSM
",",ZM
insluitend,SVS
behuisingstandaarde,NSM
vir,SVS
alle,THAO
nuwe,ASA
huise,NSM
en,KN
ontwikkelings,NSM
.,ZE
,
Ons,PEMP
maan,VTHOG
alle,THAO
huishoudings,NSM
wat,PB
dit,PDOENP
kan,VTUOM
bekostig,VTHOG
om,SVS
dit,PDOENP
te,UPI
oorweeg,VTHOG
om,SVS
onmiddellik,BS
hierdie,PA
energiebesparingsmaatreëls,NSM
te,UPI
implementeer,VTHOG
.,ZE
,
Alle,THAO
regeringsgeboue,NSM
is,VVUOP
aangesê,VVHOG
om,SVS
hulle,PDMB
elektrisiteitsverbruik,NM
te,UPI
verminder,VTHOG
",",ZM
en,KN
neem,VTHOG
asseblief,BS
die,LB
vrymoedigheid,NA
om,SVS
diegene,PO
wat,PB
dit,PDOENP
nie,BS
doen,VTHOG
nie,UPO
",",ZM
by,SVS
die,LB
naam,NSE
te,UPI
noem,VTHOG
.,ZE
,
Die,LB
besonderhede,NSM
van,SVS
ander,ASA
vrywillige,ASA
en,KN
verpligte,ASA
optredes,NSM
in,SVS
die,LB
Kragbesparingsprogram,NSE
is,VVUOP
deur,SVS
die,LB
ministers,NSM
uiteengesit,VVHOG
en,KN
sal,VTUOM
verfyn,VTHOG
word,VTUOP
deur,SVS
middel,NSE
van,SVS
samesprekings,NSM
met,SVS
die,LB
onderskeie,ASA
belanghebbendes,NSM
.,ZE
,
Dit,PDOENP
sal,VTUOM
dan,BS
gepubliseer,VVHOG
word,VTUOP
.,ZE
,
Ten,SVS
opsigte,NSM
van,SVS
voorsiening,NA
is,VTHOK
Eskom,RK
druk,BS
besig,ASP
om,SVS
die,LB
bekendstelling,NSE
van,SVS
mede-opwekkingsprojekte,NSM
as,KO
'n,LO
noodsaaklikheid,NA
te,UPI
verseker,VTHOG
.,ZE
,
Ons,PEMP
is,VTHOK
besig,ASP
om,SVS
stappe,NSM
te,UPI
doen,VTHOG
Eskom,RK
se,UPS
instandhoudingskapasiteit,NSE
te,UPI
verbeter,VTHOG
.,ZE
,
Ons,PEMP
het,VTHOG
noodtaakspanne,NSM
wat,PB
die,LB
uitdaging,NSE
aanspreek,VTHSG
ten,SVS
opsigte,NSM
van,SVS
koolgehalte,NA
en,KN
die,LB
verskaffing,NA
van,SVS
kool,NM
deur,SVS
die,LB
mynbedryf,NSE
",",ZM
en,KN
ons,PEMP
is,VTHOK
hard,BS
besig,ASP
om,SVS
die,LB
goedkeuring,NA
en,KN
oprigting,NA
van,SVS
gasturbineprojekte,NSM
te,UPI
bespoedig,VTHOG
.,ZE
,
Al,THAO
hierdie,PA
optredes,NSM
",",ZM
tesame,BS
met,SVS
elektrisiteitsbesparingsmaatreëls,NSM
",",ZM
sal,VTUOM
kragvoorsiening,NA
verbeter,VTHOG
en,KN
die,LB
reserwegrense,NSM
verhoog,VTHOG
.,ZE
,
Die,LB
massiewe,ASA
Eskom-bouprogram,NSE
ten,SVS
opsigte,NSM
van,SVS
nuwe,ASA
opwekking-,RWD
",",ZM
transmissie-,RWD
en,KN
verspreidingskapasiteit,NSE
sal,VTUOM
voortgaan,VTHSO
;,ZM
en,KN
waar,PB
moontlik,BS
sal,VTUOM
sommige,THAO
projekte,NSM
bespoedig,VTHOG
word,VTUOP
.,ZE
,
In,SVS
hierdie,PA
opsig,NSE
",",ZM
wil,VTUOM
ek,PEENP
die,LB
privaatsektor,NSE
bedank,VTHOG
vir,SVS
hul,PDMB
bereidwilligheid,NA
om,SVS
ons,PEMP
op,SVS
enige,PO
moontlike,ASA
wyse,NSE
behulpsaam,ASP
te,UPI
wees,VTHOK
.,ZE
,
Tydens,SVS
'n,LO
vergadering,NSE
met,SVS
die,LB
Voorsitter,NSE
van,SVS
General,NEE
Electric,NEE
verlede,ASA
week,NSE
",",ZM
het,VUOT
General,NEE
Electric,NEE
aangebied,VVHOO
om,SVS
hulp,NA
te,UPI
verleen,VTHOG
deur,SVS
skaars,ASA
turbinetoerusting,NM
namens,SVS
ons,PEMP
aan,UPW
te,UPI
koop,VTHOG
.,ZE
,
In,SVS
Suid-Afrika,NEE
is,VTHOK
groot,ASA
maatskappye,NSM
soos,UPV
Sasol,RK
",",ZM
Anglo-,RWD
en,KN
BHP,RL
Billiton,NEE
almal,PO
betrokke,ASP
by,SVS
samesprekings,NSM
met,SVS
die,LB
departemente,NSM
van,SVS
minerale,NSM
en,KN
energiesake,NSM
en,KN
van,SVS
openbare,ASA
ondernemings,NSM
om,SVS
koste-effektiewe,ASA
en,KN
volhoubare,ASA
oplossings,NSM
te,UPI
vind,VTHOG
vir,SVS
die,LB
voorsieningsbeperkinge,NSM
.,ZE
,
Die,LB
benadering,NSE
is,VTHOK
een,THPB
van,SVS
gesamentlike,ASA
optrede,NSE
eerder,BS
as,KO
wedersydse,ASA
verwyt,NSE
.,ZE
,
Ek,PEENP
wil,VTUOM
veral,BS
die,LB
mynbedryf,NSE
loof,VTHOG
vir,SVS
die,LB
manier,NSE
waarop,PB
hulle,PDMP
ons,PEMP
en,KN
die,LB
ekonomie,NSE
behulpsaam,ASP
was,VVHOK
om,SVS
'n,LO
werklike,ASA
krisis,NSE
wat,PB
ons,PEMP
op,SVS
24,RS
Januarie,NEE
getref,VVHOG
het,VUOT
",",ZM
op,UPW
te,UPI
los,VTHOG
.,ZE
,
Ons,PEMP
sal,VTUOM
almal,PO
saamwerk,VTHSO
om,SVS
die,LB
negatiewe,ASA
uitwerking,NSE
wat,PB
hierdie,PA
gebeure,NSM
op,SVS
die,LB
ekonomie,NSE
gehad,VVHOG
het,VUOT
",",ZM
hok,UPW
te,UPI
slaan,VTHOG
.,ZE
,
Gesamentlike,ASA
pogings,NSM
en,KN
beraadslaging,NA
is,VTHOK
die,LB
kern,NSE
in,SVS
ons,PEMB
antwoord,NSE
op,SVS
hierdie,PA
noodtoestand,NSE
.,ZE
,
Taakspanne,NSM
is,VTHOK
tans,BS
werksaam,ASP
in,SVS
baie,THAO
gebiede,NSM
.,ZE
,
Aanstaande,ASA
week,NSE
sal,VTUOM
die,LB
provinsiale,ASA
premiers,NSM
met,SVS
die,LB
burgemeesters,NSM
vergader,VTHOO
om,SVS
energiebesparingsmaatreëls,NSM
te,UPI
beplan,VTHOG
en,KN
te,UPI
implementeer,VTHOG
in,SVS
al,THAO
die,LB
munisipaliteite,NSM
regoor,SVS
die,LB
land,NSE
.,ZE
,
Hulle,PDMP
sal,VTUOM
ondersteun,VTHOG
word,VTUOP
deur,SVS
die,LB
tegniese,ASA
spanne,NSM
van,SVS
EDI,RL
Holdings,NEE
",",ZM
Eskom,RK
en,KN
die,LB
Nasionale,ASA
Agentskap,NSE
vir,SVS
Energiedoeltreffendheid,NA
.,ZE
,
Die,LB
Departement,NSE
van,SVS
Provinsiale,ASA
en,KN
Plaaslike,ASA
Regering,NSE
sal,VTUOM
hierdie,PA
aktiwiteite,NSM
koördineer,VTHOG
en,KN
sal,VTUOM
bygestaan,VVHOG
word,VTUOP
deur,SVS
die,LB
departemente,NSM
van,SVS
minerale,NSM
en,KN
energiesake,NSM
en,KN
van,SVS
openbare,ASA
ondernemings,NSM
.,ZE
,
Ek,PEENP
sal,VTUOM
'n,LO
vergadering,NSE
belê,VTHOG
met,SVS
die,LB
Gesamentlike,ASA
Presidensiële,ASA
Werkgroepe,NSM
om,SVS
ons,PEMB
oorkoepelende,ASA
aksies,NSM
te,UPI
koördineer,VTHOG
",",ZM
en,KN
ons,PEMP
sal,VTUOM
ook,BS
binnekort,BS
'n,LO
span,NSE
van,SVS
"""",ZPL
Energiekampioene,NSM
"""",ZPR
',ZPL
aankondig,VTHSG
wat,PB
sal,VTUOM
bestaan,VTHOO
uit,SVS
vooraanstaande,ASA
en,KN
kundige,ASA
Suid-Afrikaners,NSM
wat,PB
die,LB
Regering,NSE
gaan,VTUOM
bystaan,VTHSG
met,SVS
die,LB
energiedoeltreffendheidsveldtog,NSE
en,KN
wat,PB
beleggers,NSM
en,KN
gemeenskappe,NSM
op,SVS
hoogte,NSE
sal,VTUOM
hou,VTHOG
van,SVS
die,LB
werklike,ASA
situasie,NSE
en,KN
hoe,PB
hulle,PDMP
kan,VTUOM
bydra,VTHSO
om,SVS
ons,PEMB
huidige,ASA
uitdagings,NSM
aan,UPW
te,UPI
spreek,VTHOG
.,ZE
,
Tydens,SVS
sy,PDHEB
Begrotingsrede,NSE
sal,VTUOM
die,LB
Minister,NSE
van,SVS
Finansies,NA
meer,THAO
inligting,NM
verskaf,VTHOG
ten,SVS
opsigte,NSM
van,SVS
die,LB
ondersteuning,NA
wat,PB
die,LB
Regering,NSE
sal,VTUOM
bied,VTHOG
aan,SVS
die,LB
energiedoeltreffendheidsveldtog,NSE
en,KN
aan,SVS
Eskom,RK
en,KN
sy,PDHEB
bouprogram,NSE
.,ZE
,
Ons,PEMP
staar,VTHOG
'n,LO
noodtoestand,NSE
in,SVS
die,LB
gesig,NSE
",",ZM
maar,KN
ons,PEMP
kan,VTUOM
die,LB
probleme,NSM
in,SVS
'n,LO
relatiewe,BS
kort,ASA
tydjie,NSED
oorbrug,VTHOG
.,ZE
,
Hierdie,PA
situasie,NSE
het,VUOT
die,LB
onvermydelike,ASA
besef,NA
dat,KO
die,LB
tydperk,NSE
van,SVS
goedkoop,ASA
en,KN
voldoende,ASA
elektrisiteit,NM
op,SVS
'n,LO
einde,NSE
is,VTHOK
",",ZM
verhaas,VTHOG
.,ZE
,
In,SVS
die,LB
lig,NSE
van,SVS
ons,PEMB
groot,ASA
basis,NSE
van,SVS
geïnstalleerde,ASA
opwekkingskapasiteit,NSE
",",ZM
sal,VTUOM
ons,PEMB
ekonomie,NSE
egter,BS
nog,BS
vir,SVS
geruime,ASA
tyd,NM
een,THAB
van,UPD
die,LB
min,THAO
ekonomieë,NSM
wees,VTHOK
met,SVS
bekostigbare,ASA
elektrisiteit,NM
.,ZE
,
Ons,PEMB
ekonomie,NSE
is,VVUOP
gebaseer,VVHOG
op,SVS
ons,PEMB
minerale,ASA
hulpbronne,NSM
.,ZE
,
Ons,PEMP
moet,VTUOM
dus,BS
voortgaan,VTHSO
om,SVS
die,LB
mynbedryf,NSE
te,UPI
ondersteun,VTHOG
.,ZE
,
Dit,PDOENP
is,VTHOK
onvermydelik,ASP
dat,KO
",",ZM
indien,KO
ons,PEMP
voortgaan,VTHSO
om,SVS
te,UPI
groei,VTHOO
as,KO
'n,LO
vervaardigingsland,NSE
",",ZM
ons,PEMP
ook,BS
sal,VTUOM
moet,VTUOM
voortgaan,VTHSO
om,SVS
die,LB
prosesseringsbedryf,NSE
te,UPI
ondersteun,VTHOG
.,ZE
,
Dit,PDOENP
is,VTHOK
egter,BS
noodsaaklik,ASP
dat,KO
alle,THAO
ondernemings,NSM
meer,THBO
energiedoeltreffend,ASP
word,VTHOK
.,ZE
,
Energiedoeltreffendheid,NA
het,VTHOO
inderdaad,BS
ekonomiese,ASA
geleenthede,NSM
tot,SVS
gevolg,NSE
.,ZE
,
Laat,VTUOA
ons,PEMP
dus,BS
hierdie,PA
noodtoestand,NSE
gebruik,VTHOG
om,SVS
die,LB
eerste,TRAB
boublokke,NSM
te,UPI
lê,VTHOG
van,SVS
die,LB
noodsaaklike,ASA
energiedoeltreffende,ASA
toekoms,NA
wat,PB
ons,PEMP
nie,BS
kan,VTUOM
vermy,VTHOG
nie,UPO
.,ZE
,
Kom,VTUOA
ons,PEMP
verseker,VTHOG
dat,KO
almal,PO
aan,SVS
boord,NSE
is,VTHOK
om,SVS
die,LB
ontwrigtings,NSM
wat,PB
ons,PEMP
getref,VVHOG
het,VUOT
",",ZM
aan,UPW
te,UPI
spreek,VTHOG
",",ZM
geïnspireer,ASP
deur,SVS
die,LB
wete,NA
dat,KO
ons,PEMB
omstandighede,NSM
nou,BS
vra,VTHOO
vir,SVS
"""",ZPL
Besigheid,NSE
Buitengewoon,ASP
"""",ZPR
!,ZE
,
Dit,PDOENP
is,VTHOK
presies,BS
dieselfde,ASA
benadering,NSE
wat,PB
ons,PEMP
moet,VTUOM
aanneem,VTHSG
terwyl,KO
ons,PEMP
voortgaan,VTHSO
met,SVS
voorbereidings,NSM
om,SVS
as,KO
gasheer,NSE
op,UPW
te,UPI
tree,VTHOO
tydens,SVS
die,LB
FIFA,RK
Konfederasiebeker-toernooi,NSE
in,SVS
2009,RS
en,KN
die,LB
2010,RS
FIFA,RK
Wêreldbeker-sokkertoernooi,NSE
",",ZM
wat,PB
854,RS
dae,NSM
van,SVS
nou,BS
af,SVS
sal,VTUOM
afskop,VTHSO
.,ZE
,
Ek,PEENP
verwys,VTHOV
vandag,BS
na,SVS
hierdie,PA
belangrike,ASA
gebeurtenis,NSE
",",ZM
want,KN
die,LB
uitdagings,NSM
wat,PB
ons,PEMP
tans,BS
in,SVS
die,LB
gesig,NSE
staar,VTHOG
het,VUOT
daartoe,PB
gelei,VVHOG
dat,KO
sommige,THAO
mense,NSM
elders,BS
in,SVS
die,LB
wêreld,NSE
weereens,BS
wonder,VTHOG
of,KO
ons,PEMP
in,SVS
staat,NSE
is,VTHOK
om,SVS
hierdie,PA
toernooie,NSM
suksesvol,BS
aan,UPW
te,UPI
bied,VTHOG
.,ZE
,
Ek,PEENP
twyfel,VTHOG
natuurlik,BS
glad,BS
nie,BS
dat,KO
ons,PEMP
ons,PEMB
beloftes,NSM
sal,VTUOM
gestand,NA
doen,VTHOG
aan,SVS
FIFA,RK
en,KN
die,LB
wêreldgemeenskap,NSE
van,SVS
sokkerspelers,NSM
en,KN
-liefhebbers,RWD
nie,UPO
om,SVS
al,THAO
die,LB
nodige,ASA
omstandighede,NSM
te,UPI
skep,VTHOG
om,SVS
die,LB
beste,AOA
FIFA,RK
Wêreldbeker-sokkertoernooi,NSE
ooit,BS
aan,UPW
te,UPI
bied,VTHOG
.,ZE
,
Die,LB
indruk,NSE
wat,PB
ons,PEMP
kry,VTHOG
onder,SVS
alle,THAO
sektore,NSM
van,SVS
die,LB
Suid-Afrikaanse,ASA
gemeenskap,NSE
en,KN
oor,SVS
ons,PEMB
grense,NSM
heen,BS
",",ZM
en,KN
wat,PB
verteenwoordig,VTHOG
word,VTUOP
deur,SVS
die,LB
werklike,ASA
daaglikse,ASA
vooruitgang,NA
wat,PB
gemaak,VVHOG
word,VTUOP
in,SVS
ons,PEMB
algehele,ASA
voorbereidings,NSM
is,VTHOK
een,THPB
van,SVS
"""",ZPL
Besigheid,NSE
Buitengewoon,ASP
"""",ZPR
:,ZM
almal,PO
aan,SVS
boord,NSE
vir,SVS
2010,RS
!,ZE
,
En,KN
ons,PEMP
moet,VTUOM
seker,BS
maak,VTHOO
dat,KO
ons,PEMP
hierdie,PA
benadering,NSE
volhou,VTHSG
.,ZE
,
Ons,PEMP
is,VTHOK
heeltemal,BS
bewus,ASP
daarvan,PB
dat,KO
'n,LO
kritieke,ASA
bestanddeel,NSE
van,SVS
ons,PEMB
voorbereidings,NSM
die,LB
bou,NA
is,VTHOK
van,SVS
'n,LO
sterk,ASA
Suid-Afrikaanse,ASA
span,NSE
op,SVS
wie,PB
ons,PEMP
en,KN
die,LB
hele,ASA
sokkergemeenskap,NSE
trots,ASP
kan,VTUOM
wees,VTHOK
.,ZE
,
Ek,PEENP
is,VTHOK
seker,ASP
dat,KO
die,LB
Suid-Afrikaanse,ASA
Sokkervereniging,NSE
",",ZM
ons,PEMB
afrigters,NSM
onder,SVS
leiding,NA
van,SVS
Carlos,NEE
Alberto,NEE
Parreira,NEE
",",ZM
en,KN
die,LB
spelers,NSM
self,PDOEW
bewus,ASP
is,VTHOK
van,SVS
die,LB
geweldige,ASA
verantwoordelikheid,NSE
wat,PB
op,SVS
hul,PDMB
skouers,NSM
rus,VTHOO
om,SVS
'n,LO
nasionale,ASA
span,NSE
voor,UPW
te,UPI
berei,VTHOG
waarop,PB
ons,PEMP
en,KN
Afrika,NEE
trots,ASP
kan,VTUOM
wees,VTHOK
.,ZE
,
Ek,PEENP
wil,VTUOM
weereens,BS
die,LB
Springbokke,NSE
bedank,VTHOG
wat,PB
die,LB
aanvoorwerk,NA
gedoen,VVHOG
het,VUOT
toe,PB
hulle,PDMP
die,LB
Rugbywêreldbeker,NSE
verlede,ASA
jaar,NSE
gewen,VVHOG
het,VUOT
.,ZE
,
Dit,PDOENP
moet,VTUOM
Bafana,NEE
Bafana,NEE
inspireer,VTHOG
",",ZM
net,BS
soos,UPV
wat,PB
dit,PDOENP
ons,PEMB
atlete,NSM
wat,PB
in,SVS
die,LB
Beijing,NEE
Olimpiese,ASA
Spele,NSM
later,BV
vanjaar,BS
deelneem,VTHSO
",",ZM
moet,VTUOM
inspireer,VTHOG
.,ZE
,
Veroorloof,VTHOG
my,PEEDP
om,SVS
aan,UPW
te,UPI
beweeg,VTHOO
na,SVS
die,LB
top-prioriteite,NSM
wat,PB
ek,PEENP
genoem,VVHOG
het,VUOT
.,ZE
,
Om,SVS
ons,PEMB
ekonomiese,ASA
groei,NA
en,KN
ontwikkeling,NA
nog,BS
verder,BV
te,UPI
bespoedig,VTHOG
",",ZM
sal,VTUOM
ons,PEMP
die,LB
Industriële,ASA
Beleidsaksieplan,NSE
implementeer,VTHOG
.,ZE
,
Die,LB
Regering,NSE
sal,VTUOM
voortgaan,VTHSO
met,SVS
ons,PEMB
industrialiseringsprogram,NSE
en,KN
om,SVS
geleenthede,NSM
te,UPI
skep,VTHOG
vir,SVS
groei,NA
en,KN
werkskepping,NA
.,ZE
,
In,SVS
hierdie,PA
opsig,NSE
",",ZM
is,VVUOP
"R2,3",RS
biljoen,THPB
begroot,VTHOG
vir,SVS
nywerheidsbeleidinisiatiewe,NSM
en,KN
'n,LO
verdere,ASA
R5,RS
biljoen,THPB
belastingaansporings,NSM
oor,SVS
drie,THAB
jaar,NSE
sal,VTUOM
die,LB
nywerheidsbeleid,NSE
ondersteun,VTHOG
.,ZE
,
Ons,PEMP
sal,VTUOM
ook,BS
",",ZM
so,BS
gou,BS
moontlik,ASP
en,KN
in,SVS
samewerking,NA
met,SVS
die,LB
besigheid-,RWD
en,KN
arbeidsektor,NSE
",",ZM
sleutelaksieplanne,NSM
ontwikkel,VTHOG
in,SVS
sektore,NSM
waar,PB
sulke,ASA
planne,NSM
nie,BS
bestaan,VTHOO
nie,UPO
",",ZM
byvoorbeeld,BS
myn-,RWD
en,KN
mineraleveredeling,NA
",",ZM
duursame,ASA
goedere,NSM
vir,SVS
verbruikers,NSM
",",ZM
die,LB
kleinhandel,NA
met,SVS
die,LB
klem,NSE
op,SVS
verbeterde,ASA
ondersteuning,NA
van,SVS
kleinsake-ondernemings,NSM
",",ZM
konstruksie,NSE
",",ZM
die,LB
skeppende,ASA
nywerhede,NSM
",",ZM
landbou,NM
en,KN
agro-prosessering,NA
.,ZE
,
Ek,PEENP
wil,VTUOM
weereens,BS
benadruk,VTHOG
dat,KO
ons,PEMP
vasbeslote,ASP
bly,VTHOK
om,SVS
die,LB
motorvoertuigsektor,NSE
te,UPI
ondersteun,VTHOG
en,KN
dus,BS
sal,VTUOM
verseker,VTHOG
dat,KO
die,LB
ondersteuning,NA
wat,PB
aan,SVS
hierdie,PA
sektor,NSE
verleen,VTHOG
word,VTUOP
deur,SVS
middel,NSE
van,SVS
die,LB
Motornywerheidsontwikkelingsprogram,NSE
volhou,VTHSG
word,VTUOP
.,ZE
,
Op,SVS
makro-ekonomiese,ASA
vlak,NSE
sal,VTUOM
ons,PEMP
voortgaan,VTHSO
om,SVS
'n,LO
fiskale,ASA
beleid,NSE
vol,UPW
te,UPI
hou,VTHOG
wat,PB
voortdurende,ASA
ekonomiese,ASA
groei,NA
en,KN
ontwikkeling,NA
ondersteun,VTHOG
en,KN
ons,PEMB
eksterne,ASA
kwesbaarheid,NA
verminder,VTHOG
.,ZE
,
Om,SVS
die,LB
bou,NA
van,SVS
infrastruktuur,NM
te,UPI
bespoedig,VTHOG
sal,VTUOM
ons,PEMP
die,LB
ontwikkeling,NA
van,SVS
'n,LO
geïntegreerde,ASA
infrastruktuurplan,NSE
finaliseer,VTHOG
",",ZM
met,SVS
spesifieke,ASA
klem,NSE
op,SVS
energiedoeltreffendheid,NA
.,ZE
,
Dit,PDOENP
behels,VTHOG
die,LB
koördinering,NA
van,SVS
staatsondernemings,NSM
se,UPS
planne,NSM
en,KN
toesig,NA
oor,SVS
al,THAO
die,LB
infrastruktuurplanne,NSM
",",ZM
insluitend,SVS
vrag,NM
en,KN
ander,ASA
logistiek,NM
",",ZM
energiepypleidings,NSM
",",ZM
inligting-,RWD
en,KN
kommunikasietegnologie,NA
",",ZM
paaie-infrastruktuur,NM
",",ZM
en,KN
water,NM
en,KN
elektrisiteit,NM
",",ZM
ten,SVS
opsigte,NSM
van,SVS
beide,THPO
hul,PDMB
tydsberekening,NSE
en,KN
geografiese,ASA
ligging,NSE
.,ZE
,
Oorkoepelend,ASP
aan,SVS
hierdie,PA
planne,NSM
en,KN
dus,BS
'n,LO
kritiese,ASA
prioriteit,NSE
",",ZM
is,VTHOK
inligting-,RWD
en,KN
kommunikasietegnologie,NA
wat,PB
beide,THPB
'n,LO
fasiliteerder,NSE
en,KN
'n,LO
sektor,NSE
in,SVS
eie,ASA
reg,NSE
is,VTHOK
.,ZE
,
Ons,PEMP
sal,VTUOM
dus,BS
vanjaar,BS
die,LB
lisensiëring,NA
en,KN
inwerkingstelling,NA
van,SVS
InfraCo,RK
afhandel,VTHSG
.,ZE
,
Geld,NM
is,VVUOP
reeds,BS
aan,SVS
Sentech,NEE
toegewys,VVHOG
om,SVS
'n,LO
koordlose,ASA
Internetgroothandelaar,NSE
te,UPI
word,VTHOK
en,KN
om,SVS
sy,PDHEB
digitasie,NA
te,UPI
finansier,VTHOG
.,ZE
,
In,SVS
samewerking,NA
met,SVS
ander,ASA
regerings,NSM
op,SVS
die,LB
kontinent,NSE
en,KN
met,SVS
die,LB
privaatsektor,NSE
",",ZM
sal,VTUOM
ons,PEMP
die,LB
proses,NSE
om,SVS
kabels,NSM
onder,SVS
die,LB
see,NSE
aan,UPW
te,UPI
lê,VTHOG
",",ZM
afhandel,VTHSG
.,ZE
,
Terselfdertyd,BS
beoog,VTHOG
ons,PEMP
om,SVS
digitale,ASA
uitsending,NSE
aan,SVS
50%,RS
van,UPD
die,LB
bevolking,NSE
beskikbaar,BS
te,UPI
stel,VTHOG
teen,SVS
die,LB
einde,NSE
van,SVS
die,LB
jaar,NSE
.,ZE
,
Hiermee,PB
gepaardgaande,ASP
is,VTHOK
'n,LO
vervaardigingstrategie,NSE
vir,SVS
die,LB
ontwikkeling,NA
van,SVS
"""",ZPL
set,RV
top,RV
boxes,RV
"""",ZPL
in,SVS
Suid-Afrika,NEE
",",ZM
wat,PB
teen,SVS
die,LB
middel,NSE
van,SVS
die,LB
jaar,NSE
gefinaliseer,ASP
behoort,VTUOM
te,UPI
wees,VTHOK
.,ZE
,
In,SVS
die,LB
lig,NSE
van,SVS
die,LB
traagheid,NA
waarmee,PB
die,LB
Regering,NSE
aansoeke,NSM
verwerk,VTHOG
ten,SVS
opsigte,NSM
van,SVS
beleggings,NSM
met,SVS
betrekking,NA
tot,SVS
aangeleenthede,NSM
soos,UPV
grondverkryging,NA
",",ZM
infrastruktuur,NM
en,KN
omgewingsimpakevaluerings,NSM
-,ZM
waarvan,PB
almal,PO
somtyds,BS
beleggers,NSM
se,UPS
besluite,NSM
positief,BS
of,KN
negatief,BS
kan,VTUOM
beïnvloed,VTHOG
-,ZM
het,VUOT
ons,PEMP
besluit,VTHOG
",",ZM
in,SVS
die,LB
gees,NA
van,SVS
"""",ZPL
Besigheid,NSE
Buitengewoon,ASP
"""",ZPR
",",ZM
om,SVS
so,BS
gou,BS
moontlik,ASP
'n,LO
inbelsentrum,NSE
op,UPW
te,UPI
rig,VTHOG
sodat,KO
beleggers,NSM
en,KN
die,LB
Regering,NSE
hierdie,PA
prosesse,NSM
kan,VTUOM
moniteer,VTHOG
.,ZE
,
Werk,NA
het,VUOT
alreeds,BS
begin,VTHOO
.,ZE
,
'n,LO
Element,NSE
van,SVS
die,LB
Regering,NSE
se,UPS
top-prioriteite,NSM
is,VTHOK
'n,LO
doelbewuste,ASA
fokus,NSE
op,SVS
aangeleenthede,NSM
rakende,SVS
die,LB
ontwikkeling,NA
van,SVS
vaardighede,NSM
.,ZE
,
Die,LB
hersiening,NA
van,SVS
die,LB
Nasionale,ASA
Menslike,ASA
Hulpbronontwikkelingstrategie,NSE
sal,VTUOM
hierdie,PA
jaar,NSE
afgehandel,VVHOG
word,VTUOP
",",ZM
en,KN
die,LB
projekte,NSM
wat,PB
onderneem,VTHOG
is,VVUOP
deur,SVS
die,LB
gesamentlike,ASA
span,NSE
wat,PB
bestaan,VTHOO
uit,SVS
regering-,RWD
",",ZM
arbeid-,RWD
",",ZM
besigheid-,RWD
en,KN
akademiese,ASA
instellings,NSM
",",ZM
en,KN
wat,PB
gereël,VVHOG
word,VTUOP
deur,SVS
die,LB
"""",ZPL
Joint,RV
Initiative,RV
on,RV
Priority,RV
Skills,RV
Acquisition,RV
"""",ZPR
(,ZPL
Jipsa,RK
),ZPR
",",ZM
sal,VTUOM
verskerp,VTHOG
word,VTUOP
.,ZE
,
Ons,PEMP
voel,VTHOK
inderdaad,BS
bemoedig,ASP
deur,SVS
die,LB
goeie,ASA
reaksie,NSE
vanuit,SVS
die,LB
privaatsektor,NSE
",",ZM
soos,UPV
gedemonstreer,VVHOO
deur,SVS
die,LB
onderneming,NSE
van,SVS
die,LB
hoof,RWD
uitvoerende,ASA
beamptes,NSM
van,SVS
70,RS
van,SVS
die,LB
maatskappye,NSM
wat,PB
op,SVS
die,LB
Johannesburg,NEE
Securities,NEE
Exchange,NEE
gelys,VVHOG
is,VVUOP
",",ZM
om,SVS
saam,UPW
met,SVS
die,LB
Regering,NSE
te,UPI
werk,VTHOO
om,SVS
die,LB
uitdaging,NSE
van,SVS
skaars,ASA
vaardighede,NSM
aan,UPW
te,UPI
spreek,VTHOG
.,ZE
,
Bykomend,ASP
tot,SVS
hierdie,PA
onderneming,NSE
is,VTHOK
ons,PEMB
prioriteit,NSE
gedurende,SVS
die,LB
komende,ASA
tydperk,NSE
ook,BS
verdere,ASA
ingrypings,NSM
in,SVS
die,LB
voortgesette,ASA
onderwys-,RWD
en,KN
opleidingskolleges,NSM
(,ZPL
VOO-kolleges,NSM
),ZPR
",",ZM
die,LB
sektorale,ASA
onderwys-,RWD
en,KN
opleidingsowerhede,NSM
(,ZPL
SETAs,RK
),ZPR
",",ZM
befondsing,NM
van,SVS
skole,NSM
in,SVS
die,LB
laagste,AOA
drie,THAB
kwintiele,NSM
sodat,KO
hulle,PDMP
vrygeskeld,VVHOG
kan,VTUOM
word,VTUOP
van,SVS
die,LB
verantwoordelikheid,NSE
om,SVS
fondse,NSM
te,UPI
verhaal,VTHOG
",",ZM
en,KN
die,LB
bespoediging,NA
van,SVS
indiensopleiding,NA
